starting with cluster address: emqx.dtwins:18083
cluster user set to: my-app and cluster password set to: AAA4A275-BEEC-4AF8-B70B-DAAC0341F8EB
kubernetes api address set to: someaddress:6443
max queue set to: 1000 and max inflight set to: 32
date: 2024-12-12 18:03:18.635757 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:10:08.011964 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:10:18.054402 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:10:28.096042 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:10:38.139299 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:10:48.182901 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:10:58.225907 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:11:08.269935 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:11:18.311163 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:11:28.352841 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
date: 2024-12-12 19:11:38.395752 |Cluster size: 1 |Queue: total=0, avg=0.00, max=1000 | Inflight: total=0, avg=0.00, max=32
